requirement_id,original_prompt_section,requirement_text,status,evidence_class,captured_at_utc,source,repo_file_or_gcp_resource,workflow_run_id,artifact_id,screenshot,api_endpoint,log_query,finding_id,confidence,reason_code,next_action_owner
R6.chain.empty_loading,6,Tab chain: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.visual_defect,6,Tab chain: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.chain.wiring_trace,6,Tab chain: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.backend_endpoint,6,Tab chain: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.frontend_component,6,Tab chain: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.chain.recommended_correction,6,Tab chain: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.chain.mobile_responsive,6,Tab chain: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.signals.screenshot,6,Tab signals: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.visible_text,6,Tab signals: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.utc_ts,6,Tab signals: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.ist_ts,6,Tab signals: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.active_tab,6,Tab signals: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.semantic_state,6,Tab signals: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.api_compare,6,Tab signals: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.console_errors,6,Tab signals: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.network_errors,6,Tab signals: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.freshness,6,Tab signals: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.provenance,6,Tab signals: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.empty_loading,6,Tab signals: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.visual_defect,6,Tab signals: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.signals.wiring_trace,6,Tab signals: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.backend_endpoint,6,Tab signals: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.frontend_component,6,Tab signals: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.signals.recommended_correction,6,Tab signals: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.signals.mobile_responsive,6,Tab signals: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.trade.screenshot,6,Tab trade: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.visible_text,6,Tab trade: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.utc_ts,6,Tab trade: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.ist_ts,6,Tab trade: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.active_tab,6,Tab trade: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.semantic_state,6,Tab trade: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.api_compare,6,Tab trade: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.console_errors,6,Tab trade: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.network_errors,6,Tab trade: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.freshness,6,Tab trade: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.provenance,6,Tab trade: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.empty_loading,6,Tab trade: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.visual_defect,6,Tab trade: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.trade.wiring_trace,6,Tab trade: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.backend_endpoint,6,Tab trade: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.frontend_component,6,Tab trade: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.trade.recommended_correction,6,Tab trade: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.trade.mobile_responsive,6,Tab trade: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.paper.screenshot,6,Tab paper: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.visible_text,6,Tab paper: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.utc_ts,6,Tab paper: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.ist_ts,6,Tab paper: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.active_tab,6,Tab paper: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.semantic_state,6,Tab paper: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.api_compare,6,Tab paper: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.console_errors,6,Tab paper: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.network_errors,6,Tab paper: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.freshness,6,Tab paper: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.provenance,6,Tab paper: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.empty_loading,6,Tab paper: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.visual_defect,6,Tab paper: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.paper.wiring_trace,6,Tab paper: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.backend_endpoint,6,Tab paper: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.frontend_component,6,Tab paper: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.paper.recommended_correction,6,Tab paper: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.paper.mobile_responsive,6,Tab paper: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.positions.screenshot,6,Tab positions: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.visible_text,6,Tab positions: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.utc_ts,6,Tab positions: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.ist_ts,6,Tab positions: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.active_tab,6,Tab positions: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.semantic_state,6,Tab positions: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.api_compare,6,Tab positions: capture api_compare,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.console_errors,6,Tab positions: capture console_errors,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.network_errors,6,Tab positions: capture network_errors,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.freshness,6,Tab positions: capture freshness,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.provenance,6,Tab positions: capture provenance,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.empty_loading,6,Tab positions: capture empty_loading,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.visual_defect,6,Tab positions: capture visual_defect,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.positions.wiring_trace,6,Tab positions: capture wiring_trace,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.backend_endpoint,6,Tab positions: capture backend_endpoint,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.frontend_component,6,Tab positions: capture frontend_component,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.positions.recommended_correction,6,Tab positions: capture recommended_correction,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
R6.positions.mobile_responsive,6,Tab positions: capture mobile_responsive,NOT_DONE,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,TIME_BUDGET_LIMITATION,CURSOR
R6.risk-scenarios.screenshot,6,Tab risk-scenarios: capture screenshot,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.risk-scenarios.visible_text,6,Tab risk-scenarios: capture visible_text,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.risk-scenarios.utc_ts,6,Tab risk-scenarios: capture utc_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.risk-scenarios.ist_ts,6,Tab risk-scenarios: capture ist_ts,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.risk-scenarios.active_tab,6,Tab risk-scenarios: capture active_tab,DONE_AND_EVIDENCED,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,HIGH,,CHATGPT
R6.risk-scenarios.semantic_state,6,Tab risk-scenarios: capture semantic_state,DONE_PARTIAL,REQUEST_SCOPED_LIVE_BROWSER,2026-08-16T06:25:01Z,LIVE_BROWSER,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,,,lane_a_ui/*.png,,,,MED,INSUFFICIENT_EVIDENCE,CURSOR
