issue_id,screenshot_reference,module,component,observed_evidence,issue_class,severity,priority,why_it_matters,what_to_implement,how_to_implement,where_to_change,owner_agent,when_sequence,dependencies,ai_agent_query,proof_required,acceptance_criteria,test_cases,rollback_plan,final_result_required,current_status
"M037","S15: e4bffe8b Moneycontrol scrape failed/empty board","Signals","Source-toggle semantics","MONEYCONTROL, DHAN LIVE, WS STREAM, LIVE OFF controls mix source, transport and execution.","UI semantics","HIGH","P1","Users may think toggling a board changes execution source.","Separate source selector, transport indicator and execution lock; make read-only controls explicit.","Use tabs for data views, noninteractive badges for transport/safety, tooltips and persisted selection.","Signals/Trade board header.","Frontend Information Architecture Agent","Phase 2, week 1","M001,M005.","You are the Frontend Information Architecture Agent. Resolve M037 in Signals / Source-toggle semantics. Observed evidence: MONEYCONTROL, DHAN LIVE, WS STREAM, LIVE OFF controls mix source, transport and execution.. WHAT: Separate source selector, transport indicator and execution lock; make read-only controls explicit.. HOW: Use tabs for data views, noninteractive badges for transport/safety, tooltips and persisted selection.. WHERE: Signals/Trade board header.. WHEN: Phase 2, week 1. Dependencies: M001,M005.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Interaction spec and user-flow screenshots.. Acceptance: No control can be mistaken for enabling live execution; state survives reload.. Run tests: Keyboard, disabled source, unavailable source, reload persistence tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Interaction spec and user-flow screenshots.","No control can be mistaken for enabling live execution; state survives reload.","Keyboard, disabled source, unavailable source, reload persistence tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M038","S15: e4bffe8b Moneycontrol scrape failed/empty board","Signals","Empty board contradiction","Moneycontrol says no gainers yet while Dhan board elsewhere has 25 rows.","Cross-source UX","MEDIUM","P1","Empty state appears global rather than source-specific.","Scope every board title and empty state to selected source.","Include source, status, row count, last success and fallback policy in title.","Signals/Trade boards.","Signals UX Agent","Phase 2, week 1","M037.","You are the Signals UX Agent. Resolve M038 in Signals / Empty board contradiction. Observed evidence: Moneycontrol says no gainers yet while Dhan board elsewhere has 25 rows.. WHAT: Scope every board title and empty state to selected source.. HOW: Include source, status, row count, last success and fallback policy in title.. WHERE: Signals/Trade boards.. WHEN: Phase 2, week 1. Dependencies: M037.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Source-specific fixtures and screenshots.. Acceptance: Empty third-party board never hides or contradicts Dhan rows.. Run tests: One source empty/other ready; both empty; stale source; source switch tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Source-specific fixtures and screenshots.","Empty third-party board never hides or contradicts Dhan rows.","One source empty/other ready; both empty; stale source; source switch tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M039","S18: 8e8ed3af paper console zero rows/provenance","Paper Trading","Paper provenance zero rows","Ledger source shown, Displayed rows 0, open positions 0, but other views report 9 paper trades and realized -₹1806.07.","Ledger consistency","CRITICAL","P0","Closed-trade history is absent from the console despite aggregate P&L.","Add closed fills/trades ledger and reconcile aggregates.","Immutable events, entry/exit/costs, source mark, reason, timestamps, checksum; separate open vs closed tables.","Paper engine, positions_live output, Paper console, Performance.","Paper Reconciliation Agent","Phase 0-2, 1-2 weeks","M002.","You are the Paper Reconciliation Agent. Resolve M039 in Paper Trading / Paper provenance zero rows. Observed evidence: Ledger source shown, Displayed rows 0, open positions 0, but other views report 9 paper trades and realized -₹1806.07.. WHAT: Add closed fills/trades ledger and reconcile aggregates.. HOW: Immutable events, entry/exit/costs, source mark, reason, timestamps, checksum; separate open vs closed tables.. WHERE: Paper engine, positions_live output, Paper console, Performance.. WHEN: Phase 0-2, 1-2 weeks. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Nine-trade event export, reconciliation report and checksum.. Acceptance: Displayed closed rows=9 and sum equals realized P&L exactly; open=0 remains separate.. Run tests: Duplicate fills, partial exit, fees, EOD exit, restart/idempotency and missing mark tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Nine-trade event export, reconciliation report and checksum.","Displayed closed rows=9 and sum equals realized P&L exactly; open=0 remains separate.","Duplicate fills, partial exit, fees, EOD exit, restart/idempotency and missing mark tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M040","S18: 8e8ed3af paper console zero rows/provenance","Paper Trading","Internal path as provenance","UI exposes /app/outputs/positions_live.json as ledger/source.","Architecture UX","LOW","P2","Filesystem path is not durable evidence and leaks deployment internals.","Expose artifact ID/URI/checksum instead of container path.","Store artifact metadata in proof registry; UI links through authenticated read-only evidence route.","Paper provenance API/UI.","Proof Registry Agent","Phase 3, week 2","M039.","You are the Proof Registry Agent. Resolve M040 in Paper Trading / Internal path as provenance. Observed evidence: UI exposes /app/outputs/positions_live.json as ledger/source.. WHAT: Expose artifact ID/URI/checksum instead of container path.. HOW: Store artifact metadata in proof registry; UI links through authenticated read-only evidence route.. WHERE: Paper provenance API/UI.. WHEN: Phase 3, week 2. Dependencies: M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Artifact registry record and access-control test.. Acceptance: Evidence survives redeploy and verifies checksum without exposing internal paths.. Run tests: Missing artifact, checksum mismatch, unauthorized access and redeploy tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Artifact registry record and access-control test.","Evidence survives redeploy and verifies checksum without exposing internal paths.","Missing artifact, checksum mismatch, unauthorized access and redeploy tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M041","S18: 8e8ed3af paper console zero rows/provenance","Paper Trading","No broker sandbox clarity","Text says Dhan production tokens have no paper sandbox; fills local sim using live chain LTP.","Simulation disclosure","MEDIUM","P1","Paper results may be mistaken for broker-simulated fills.","Formalize simulation model and disclose limitations.","Version fill model, queue/latency/spread/slippage assumptions; label local simulation everywhere.","Paper engine docs, API, UI.","Simulation Validation Agent","Phase 2-3, weeks 1-2","M023,M039.","You are the Simulation Validation Agent. Resolve M041 in Paper Trading / No broker sandbox clarity. Observed evidence: Text says Dhan production tokens have no paper sandbox; fills local sim using live chain LTP.. WHAT: Formalize simulation model and disclose limitations.. HOW: Version fill model, queue/latency/spread/slippage assumptions; label local simulation everywhere.. WHERE: Paper engine docs, API, UI.. WHEN: Phase 2-3, weeks 1-2. Dependencies: M023,M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Fill-model spec, replay comparison and assumption sensitivity.. Acceptance: Every paper trade references fill_model_version and cost assumptions.. Run tests: Gap/spread/partial fill/market closed/illiquid/expiry tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Fill-model spec, replay comparison and assumption sensitivity.","Every paper trade references fill_model_version and cost assumptions.","Gap/spread/partial fill/market closed/illiquid/expiry tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M042","Runtime audit: undefined","Paper Trading","Win-rate formatting defect","Positions showed 0.3% while Performance proves 3W/9=33.3%.","Formatting","HIGH","P1","Basic KPI contradiction damages trust.","Centralize fraction/percent units and formatting.","Declare unit in API schema, one formatter, contract tests across views.","Positions/Performance/Overview shared metrics.","Frontend Contract Agent","Phase 1, days 2-4","M002.","You are the Frontend Contract Agent. Resolve M042 in Paper Trading / Win-rate formatting defect. Observed evidence: Positions showed 0.3% while Performance proves 3W/9=33.3%.. WHAT: Centralize fraction/percent units and formatting.. HOW: Declare unit in API schema, one formatter, contract tests across views.. WHERE: Positions/Performance/Overview shared metrics.. WHEN: Phase 1, days 2-4. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw payload, formatter tests and cross-page screenshots.. Acceptance: 3/9 renders 33.3% everywhere.. Run tests: 0, null, 1/3, 1.0, 33.3 input variants and localization tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Raw payload, formatter tests and cross-page screenshots.","3/9 renders 33.3% everywhere.","0, null, 1/3, 1.0, 33.3 input variants and localization tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M043","Runtime audit: undefined","Simulation","Deterministic replay engine","Sim scenarios change labels but no virtual orders; no reproducible historical replay/evidence ID.","Replay capability","CRITICAL","P0","Bugs and decisions cannot be reproduced.","Implement deterministic, event-driven replay with frozen inputs and seed.","Record market events, config/model/gate versions; deterministic clock; replay_id; output hashes; compare live-shadow decisions.","Simulation backend, event store, CLI/API and proof registry.","Replay Platform Agent","Phase 1-4, 2-4 weeks","M001,M002,M012,M014,M039.","You are the Replay Platform Agent. Resolve M043 in Simulation / Deterministic replay engine. Observed evidence: Sim scenarios change labels but no virtual orders; no reproducible historical replay/evidence ID.. WHAT: Implement deterministic, event-driven replay with frozen inputs and seed.. HOW: Record market events, config/model/gate versions; deterministic clock; replay_id; output hashes; compare live-shadow decisions.. WHERE: Simulation backend, event store, CLI/API and proof registry.. WHEN: Phase 1-4, 2-4 weeks. Dependencies: M001,M002,M012,M014,M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Replay manifest, input dataset hash, output hash, identical rerun proof and divergence report.. Acceptance: Same replay inputs produce byte-identical decision/gate/ledger outputs; no broker orders.. Run tests: Clock, restart, duplicate/out-of-order ticks, seed, missing event, version mismatch tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Replay manifest, input dataset hash, output hash, identical rerun proof and divergence report.","Same replay inputs produce byte-identical decision/gate/ledger outputs; no broker orders.","Clock, restart, duplicate/out-of-order ticks, seed, missing event, version mismatch tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M044","S19: 196d332f prediction gate ledger pass/blocked contradictions","Prediction Audit","Gate result contradictions","Model Accuracy Report PASS while model page says NO_PREDICTION_SOURCE_FOUND; Option Strike Visibility BLOCKED while E2E shows 4/4 chains.","Gate integrity","CRITICAL","P0","PASS/BLOCKED labels are not trustworthy.","Re-evaluate gates from canonical evidence and fail when artifact is absent/stale.","Each gate references policy_id, evaluator version, evidence URI/hash, evaluated_at and reason.","Gate evaluator and audit ledger.","Safety Gate Agent","Phase 0-1, days 1-3","M002,M014,M023.","You are the Safety Gate Agent. Resolve M044 in Prediction Audit / Gate result contradictions. Observed evidence: Model Accuracy Report PASS while model page says NO_PREDICTION_SOURCE_FOUND; Option Strike Visibility BLOCKED while E2E shows 4/4 chains.. WHAT: Re-evaluate gates from canonical evidence and fail when artifact is absent/stale.. HOW: Each gate references policy_id, evaluator version, evidence URI/hash, evaluated_at and reason.. WHERE: Gate evaluator and audit ledger.. WHEN: Phase 0-1, days 1-3. Dependencies: M002,M014,M023.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Per-gate evaluation artifacts and independent recomputation.. Acceptance: No PASS without matching current artifact; all cross-page statuses identical.. Run tests: Missing/stale/wrong-build evidence; contradictory source; evaluator exception tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Per-gate evaluation artifacts and independent recomputation.","No PASS without matching current artifact; all cross-page statuses identical.","Missing/stale/wrong-build evidence; contradictory source; evaluator exception tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M045","S19: 196d332f prediction gate ledger pass/blocked contradictions","Prediction Audit","F&O eligibility false PASS risk","Equity F&O Eligibility shows PASS while helper text says “Wire is_tradeable_fo_symbol() in ranking/paper trade path”.","Implementation/proof mismatch","CRITICAL","P0","A TODO-like instruction under PASS suggests enforcement may not exist.","Prove enforcement in every candidate and paper-entry path.","Central eligibility service; reject non-F&O symbols server-side; log eligibility artifact.","Ranker, paper engine and gate evaluator.","Instrument Eligibility Agent","Phase 0-1, days 1-3","M011,M044.","You are the Instrument Eligibility Agent. Resolve M045 in Prediction Audit / F&O eligibility false PASS risk. Observed evidence: Equity F&O Eligibility shows PASS while helper text says “Wire is_tradeable_fo_symbol() in ranking/paper trade path”.. WHAT: Prove enforcement in every candidate and paper-entry path.. HOW: Central eligibility service; reject non-F&O symbols server-side; log eligibility artifact.. WHERE: Ranker, paper engine and gate evaluator.. WHEN: Phase 0-1, days 1-3. Dependencies: M011,M044.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Code path trace, negative tests and rejection logs.. Acceptance: PASS only after noneligible symbols are blocked in all paths.. Run tests: Non-F&O equity, expired derivative, wrong exchange, alias and stale master tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Code path trace, negative tests and rejection logs.","PASS only after noneligible symbols are blocked in all paths.","Non-F&O equity, expired derivative, wrong exchange, alias and stale master tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M046","S19: 196d332f prediction gate ledger pass/blocked contradictions","Prediction Audit","Tick freshness after-hours","Tick/Data Freshness BLOCKED with tick_age and refresh=60s during market-closed periods.","Session-aware policy","HIGH","P1","After-hours state can create false failures or mask real market-hour failures.","Make freshness policy exchange-calendar and mode aware.","Different thresholds for OPEN, CLOSED_VERIFIED_SNAPSHOT and REPLAY; include session state in evaluation.","Market calendar service and freshness gate.","Realtime Reliability Agent","Phase 1-2, week 1","M005,M012.","You are the Realtime Reliability Agent. Resolve M046 in Prediction Audit / Tick freshness after-hours. Observed evidence: Tick/Data Freshness BLOCKED with tick_age and refresh=60s during market-closed periods.. WHAT: Make freshness policy exchange-calendar and mode aware.. HOW: Different thresholds for OPEN, CLOSED_VERIFIED_SNAPSHOT and REPLAY; include session state in evaluation.. WHERE: Market calendar service and freshness gate.. WHEN: Phase 1-2, week 1. Dependencies: M005,M012.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Calendar fixtures, gate evaluations and market-open SLO.. Acceptance: Closed verified snapshots do not fail live-tick rule; open market stale ticks fail closed.. Run tests: Weekend, holiday, preopen, open, close, replay and clock-skew tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Calendar fixtures, gate evaluations and market-open SLO.","Closed verified snapshots do not fail live-tick rule; open market stale ticks fail closed.","Weekend, holiday, preopen, open, close, replay and clock-skew tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M047","S19: 196d332f prediction gate ledger pass/blocked contradictions","Prediction Audit","Profit/expectancy gate","Expectancy -196.14 and win_rate 0.3333 are BLOCKED.","Strategy proof","CRITICAL","P0","Current paper economics are negative.","Keep blocked; require costed, reconciled and statistically sufficient expectancy.","Use reconciled fills, fees/slippage, confidence interval, regime slices and sample-size policy.","Performance service and gate evaluator.","Independent Quant Validation Agent","Phase 2-4, 3-6 weeks minimum","M039,M043.","You are the Independent Quant Validation Agent. Resolve M047 in Prediction Audit / Profit/expectancy gate. Observed evidence: Expectancy -196.14 and win_rate 0.3333 are BLOCKED.. WHAT: Keep blocked; require costed, reconciled and statistically sufficient expectancy.. HOW: Use reconciled fills, fees/slippage, confidence interval, regime slices and sample-size policy.. WHERE: Performance service and gate evaluator.. WHEN: Phase 2-4, 3-6 weeks minimum. Dependencies: M039,M043.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Trade-level dataset, calculation, confidence intervals and independent reproduction.. Acceptance: Positive lower confidence bound or policy-defined robust evidence; no promotion from small sample.. Run tests: Costs, outliers, partial fills, regime slices, bootstrap and leakage tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Trade-level dataset, calculation, confidence intervals and independent reproduction.","Positive lower confidence bound or policy-defined robust evidence; no promotion from small sample.","Costs, outliers, partial fills, regime slices, bootstrap and leakage tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M048","S19: 196d332f prediction gate ledger pass/blocked contradictions","Prediction Audit","Paper lifecycle gate","Paper Lifecycle BLOCKED; broker_connected=true is shown but does not prove lifecycle.","Proof definition","CRITICAL","P0","Connectivity is not execution lifecycle evidence.","Define lifecycle stages and success evidence.","Candidate→risk→paper order→fill→MTM→exit→fees→reconcile→audit; require each artifact.","Paper engine and gate registry.","Paper Lifecycle Agent","Phase 1-3, 2-3 weeks","M039,M041,M043.","You are the Paper Lifecycle Agent. Resolve M048 in Prediction Audit / Paper lifecycle gate. Observed evidence: Paper Lifecycle BLOCKED; broker_connected=true is shown but does not prove lifecycle.. WHAT: Define lifecycle stages and success evidence.. HOW: Candidate→risk→paper order→fill→MTM→exit→fees→reconcile→audit; require each artifact.. WHERE: Paper engine and gate registry.. WHEN: Phase 1-3, 2-3 weeks. Dependencies: M039,M041,M043.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: At least 10 complete sessions (recommend 30+), event lineage and zero unexplained breaks.. Acceptance: Each lifecycle instance is complete and reconciled; broker auth is excluded from proof.. Run tests: No fill, partial fill, restart, forced exit, stale mark and reconciliation-failure tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","At least 10 complete sessions (recommend 30+), event lineage and zero unexplained breaks.","Each lifecycle instance is complete and reconciled; broker auth is excluded from proof.","No fill, partial fill, restart, forced exit, stale mark and reconciliation-failure tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
"M049","S20: f1c4a1ee live-gate validation/human/rho failures","Live Gate","Validation days mismatch","Live Gate says 1 validation day need ≥10 while Prediction Audit says 7 days.","Metric consistency","CRITICAL","P0","Readiness days are undefined and inconsistent.","Define validated_session and canonical cohort.","Count only sessions with matured predictions and successful post-market evaluation; expose included dates.","Validation service and gate evaluator.","Model Validation Agent","Phase 0-1, days 1-3","M010,M013,M014.","You are the Model Validation Agent. Resolve M049 in Live Gate / Validation days mismatch. Observed evidence: Live Gate says 1 validation day need ≥10 while Prediction Audit says 7 days.. WHAT: Define validated_session and canonical cohort.. HOW: Count only sessions with matured predictions and successful post-market evaluation; expose included dates.. WHERE: Validation service and gate evaluator.. WHEN: Phase 0-1, days 1-3. Dependencies: M010,M013,M014.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Included-date list, exclusion reasons and recomputation.. Acceptance: All panels show same day count and list for same cohort.. Run tests: Partial day, holiday, no predictions, late outcomes, rerun and duplicate session tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Included-date list, exclusion reasons and recomputation.","All panels show same day count and list for same cohort.","Partial day, holiday, no predictions, late outcomes, rerun and duplicate session tests.","Feature-flag the change; preserve prior API/UI path for one release; rollback on schema mismatch, increased errors, stale data, failed reconciliation, or any order-authority change.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes.","OPEN"
