issue_id,priority,module,observed_evidence,proof_required,acceptance_criteria,test_cases,owner_agent,when_sequence,ai_agent_query,final_result_required
"M043","P0","Simulation","Sim scenarios change labels but no virtual orders; no reproducible historical replay/evidence ID.","Replay manifest, input dataset hash, output hash, identical rerun proof and divergence report.","Same replay inputs produce byte-identical decision/gate/ledger outputs; no broker orders.","Clock, restart, duplicate/out-of-order ticks, seed, missing event, version mismatch tests.","Replay Platform Agent","Phase 1-4, 2-4 weeks","You are the Replay Platform Agent. Resolve M043 in Simulation / Deterministic replay engine. Observed evidence: Sim scenarios change labels but no virtual orders; no reproducible historical replay/evidence ID.. WHAT: Implement deterministic, event-driven replay with frozen inputs and seed.. HOW: Record market events, config/model/gate versions; deterministic clock; replay_id; output hashes; compare live-shadow decisions.. WHERE: Simulation backend, event store, CLI/API and proof registry.. WHEN: Phase 1-4, 2-4 weeks. Dependencies: M001,M002,M012,M014,M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Replay manifest, input dataset hash, output hash, identical rerun proof and divergence report.. Acceptance: Same replay inputs produce byte-identical decision/gate/ledger outputs; no broker orders.. Run tests: Clock, restart, duplicate/out-of-order ticks, seed, missing event, version mismatch tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M044","P0","Prediction Audit","Model Accuracy Report PASS while model page says NO_PREDICTION_SOURCE_FOUND; Option Strike Visibility BLOCKED while E2E shows 4/4 chains.","Per-gate evaluation artifacts and independent recomputation.","No PASS without matching current artifact; all cross-page statuses identical.","Missing/stale/wrong-build evidence; contradictory source; evaluator exception tests.","Safety Gate Agent","Phase 0-1, days 1-3","You are the Safety Gate Agent. Resolve M044 in Prediction Audit / Gate result contradictions. Observed evidence: Model Accuracy Report PASS while model page says NO_PREDICTION_SOURCE_FOUND; Option Strike Visibility BLOCKED while E2E shows 4/4 chains.. WHAT: Re-evaluate gates from canonical evidence and fail when artifact is absent/stale.. HOW: Each gate references policy_id, evaluator version, evidence URI/hash, evaluated_at and reason.. WHERE: Gate evaluator and audit ledger.. WHEN: Phase 0-1, days 1-3. Dependencies: M002,M014,M023.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Per-gate evaluation artifacts and independent recomputation.. Acceptance: No PASS without matching current artifact; all cross-page statuses identical.. Run tests: Missing/stale/wrong-build evidence; contradictory source; evaluator exception tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M045","P0","Prediction Audit","Equity F&O Eligibility shows PASS while helper text says “Wire is_tradeable_fo_symbol() in ranking/paper trade path”.","Code path trace, negative tests and rejection logs.","PASS only after noneligible symbols are blocked in all paths.","Non-F&O equity, expired derivative, wrong exchange, alias and stale master tests.","Instrument Eligibility Agent","Phase 0-1, days 1-3","You are the Instrument Eligibility Agent. Resolve M045 in Prediction Audit / F&O eligibility false PASS risk. Observed evidence: Equity F&O Eligibility shows PASS while helper text says “Wire is_tradeable_fo_symbol() in ranking/paper trade path”.. WHAT: Prove enforcement in every candidate and paper-entry path.. HOW: Central eligibility service; reject non-F&O symbols server-side; log eligibility artifact.. WHERE: Ranker, paper engine and gate evaluator.. WHEN: Phase 0-1, days 1-3. Dependencies: M011,M044.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Code path trace, negative tests and rejection logs.. Acceptance: PASS only after noneligible symbols are blocked in all paths.. Run tests: Non-F&O equity, expired derivative, wrong exchange, alias and stale master tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M046","P1","Prediction Audit","Tick/Data Freshness BLOCKED with tick_age and refresh=60s during market-closed periods.","Calendar fixtures, gate evaluations and market-open SLO.","Closed verified snapshots do not fail live-tick rule; open market stale ticks fail closed.","Weekend, holiday, preopen, open, close, replay and clock-skew tests.","Realtime Reliability Agent","Phase 1-2, week 1","You are the Realtime Reliability Agent. Resolve M046 in Prediction Audit / Tick freshness after-hours. Observed evidence: Tick/Data Freshness BLOCKED with tick_age and refresh=60s during market-closed periods.. WHAT: Make freshness policy exchange-calendar and mode aware.. HOW: Different thresholds for OPEN, CLOSED_VERIFIED_SNAPSHOT and REPLAY; include session state in evaluation.. WHERE: Market calendar service and freshness gate.. WHEN: Phase 1-2, week 1. Dependencies: M005,M012.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Calendar fixtures, gate evaluations and market-open SLO.. Acceptance: Closed verified snapshots do not fail live-tick rule; open market stale ticks fail closed.. Run tests: Weekend, holiday, preopen, open, close, replay and clock-skew tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M047","P0","Prediction Audit","Expectancy -196.14 and win_rate 0.3333 are BLOCKED.","Trade-level dataset, calculation, confidence intervals and independent reproduction.","Positive lower confidence bound or policy-defined robust evidence; no promotion from small sample.","Costs, outliers, partial fills, regime slices, bootstrap and leakage tests.","Independent Quant Validation Agent","Phase 2-4, 3-6 weeks minimum","You are the Independent Quant Validation Agent. Resolve M047 in Prediction Audit / Profit/expectancy gate. Observed evidence: Expectancy -196.14 and win_rate 0.3333 are BLOCKED.. WHAT: Keep blocked; require costed, reconciled and statistically sufficient expectancy.. HOW: Use reconciled fills, fees/slippage, confidence interval, regime slices and sample-size policy.. WHERE: Performance service and gate evaluator.. WHEN: Phase 2-4, 3-6 weeks minimum. Dependencies: M039,M043.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Trade-level dataset, calculation, confidence intervals and independent reproduction.. Acceptance: Positive lower confidence bound or policy-defined robust evidence; no promotion from small sample.. Run tests: Costs, outliers, partial fills, regime slices, bootstrap and leakage tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M048","P0","Prediction Audit","Paper Lifecycle BLOCKED; broker_connected=true is shown but does not prove lifecycle.","At least 10 complete sessions (recommend 30+), event lineage and zero unexplained breaks.","Each lifecycle instance is complete and reconciled; broker auth is excluded from proof.","No fill, partial fill, restart, forced exit, stale mark and reconciliation-failure tests.","Paper Lifecycle Agent","Phase 1-3, 2-3 weeks","You are the Paper Lifecycle Agent. Resolve M048 in Prediction Audit / Paper lifecycle gate. Observed evidence: Paper Lifecycle BLOCKED; broker_connected=true is shown but does not prove lifecycle.. WHAT: Define lifecycle stages and success evidence.. HOW: Candidate→risk→paper order→fill→MTM→exit→fees→reconcile→audit; require each artifact.. WHERE: Paper engine and gate registry.. WHEN: Phase 1-3, 2-3 weeks. Dependencies: M039,M041,M043.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: At least 10 complete sessions (recommend 30+), event lineage and zero unexplained breaks.. Acceptance: Each lifecycle instance is complete and reconciled; broker auth is excluded from proof.. Run tests: No fill, partial fill, restart, forced exit, stale mark and reconciliation-failure tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M049","P0","Live Gate","Live Gate says 1 validation day need ≥10 while Prediction Audit says 7 days.","Included-date list, exclusion reasons and recomputation.","All panels show same day count and list for same cohort.","Partial day, holiday, no predictions, late outcomes, rerun and duplicate session tests.","Model Validation Agent","Phase 0-1, days 1-3","You are the Model Validation Agent. Resolve M049 in Live Gate / Validation days mismatch. Observed evidence: Live Gate says 1 validation day need ≥10 while Prediction Audit says 7 days.. WHAT: Define validated_session and canonical cohort.. HOW: Count only sessions with matured predictions and successful post-market evaluation; expose included dates.. WHERE: Validation service and gate evaluator.. WHEN: Phase 0-1, days 1-3. Dependencies: M010,M013,M014.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Included-date list, exclusion reasons and recomputation.. Acceptance: All panels show same day count and list for same cohort.. Run tests: Partial day, holiday, no predictions, late outcomes, rerun and duplicate session tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M050","P0","Live Gate","Live Gate rho 0.200; Audit shows 0.61 and one ledger line showed 0.9.","Raw cohort artifact, executable recomputation and independent check.","Recomputation matches UI/API to four decimals everywhere.","Ties, nulls, constant ranks, weighting, late outcome and cached result tests.","Independent Model Validation Agent","Phase 0-1, days 1-3","You are the Independent Model Validation Agent. Resolve M050 in Live Gate / Rho mismatch. Observed evidence: Live Gate rho 0.200; Audit shows 0.61 and one ledger line showed 0.9.. WHAT: Recompute Spearman from one matured cohort.. HOW: Publish raw ranks, tie/null policy, per-day values, aggregate method and cohort hash.. WHERE: Validation pipeline and all consumers.. WHEN: Phase 0-1, days 1-3. Dependencies: M014,M049.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Raw cohort artifact, executable recomputation and independent check.. Acceptance: Recomputation matches UI/API to four decimals everywhere.. Run tests: Ties, nulls, constant ranks, weighting, late outcome and cached result tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M051","P1","Live Gate","human_approved fails by design although PAPER/ANALYZER does not require live approval.","Taxonomy ADR and UI snapshots.","Paper readiness does not count human approval as failure; live promotion still requires signed approval.","Paper/analyzer/live candidate/promotion states.","Safety Governance Agent","Phase 1, week 1","You are the Safety Governance Agent. Resolve M051 in Live Gate / Human approval semantics. Observed evidence: human_approved fails by design although PAPER/ANALYZER does not require live approval.. WHAT: Separate safety baseline, technical readiness and promotion authorization.. HOW: Three sections with distinct counts; human approval evaluated only in promotion ceremony.. WHERE: Gate registry and Live Gate UI.. WHEN: Phase 1, week 1. Dependencies: M002,M013.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Taxonomy ADR and UI snapshots.. Acceptance: Paper readiness does not count human approval as failure; live promotion still requires signed approval.. Run tests: Paper/analyzer/live candidate/promotion states.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M052","P1","Live Gate","env_live_disabled is PASS because LIVE_TRADING_ENABLED=0, yet live-readiness panel counts it among passed gates.","Before/after count manifest and policy tests.","Readiness count cannot improve merely because live is disabled; safety baseline remains green.","Flag 0/1, unauthorized change, paper/live modes.","Safety Gate Agent","Phase 1, week 1","You are the Safety Gate Agent. Resolve M052 in Live Gate / env_live_disabled inversion. Observed evidence: env_live_disabled is PASS because LIVE_TRADING_ENABLED=0, yet live-readiness panel counts it among passed gates.. WHAT: Move LIVE disabled to immutable safety baseline, not readiness numerator.. HOW: Separate safety assertions from promotion prerequisites and authorization.. WHERE: Gate evaluator/UI.. WHEN: Phase 1, week 1. Dependencies: M051.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Before/after count manifest and policy tests.. Acceptance: Readiness count cannot improve merely because live is disabled; safety baseline remains green.. Run tests: Flag 0/1, unauthorized change, paper/live modes.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M053","P1","Live Gate","Max daily loss ₹5000 hardcoded in kill_switch.json.","Signed policy artifact, change audit, enforcement and kill-switch drill.","Limit is immutable at runtime without authorized workflow and is enforced before/after every simulated order event.","Boundary, concurrent orders, restart, config tamper and kill-switch tests.","Risk Controls Agent","Phase 2, week 1-2","You are the Risk Controls Agent. Resolve M053 in Live Gate / Hardcoded max loss. Observed evidence: Max daily loss ₹5000 hardcoded in kill_switch.json.. WHAT: Move to protected versioned risk policy with bounds and approvals.. HOW: Schema validation, two-person change control, environment scoping, effective timestamp, rollback and kill-switch test.. WHERE: Risk config service and gate.. WHEN: Phase 2, week 1-2. Dependencies: M002.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Signed policy artifact, change audit, enforcement and kill-switch drill.. Acceptance: Limit is immutable at runtime without authorized workflow and is enforced before/after every simulated order event.. Run tests: Boundary, concurrent orders, restart, config tamper and kill-switch tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M054","P0","Risk","Risk panel shows all Greeks 0.0000 while broker has POWERGRID Aug 2026 280 CE position.","Independent Greeks calculation, input snapshot and mapping trace.","Option position has justified nonzero or explicitly unavailable Greeks; never silent zero fallback.","Expired/ITM/OTM/zero IV/missing rate/large qty/mapping failure tests.","Independent Risk Agent","Phase 0-2, 1-2 weeks","You are the Independent Risk Agent. Resolve M054 in Risk / Zero Greeks with option position. Observed evidence: Risk panel shows all Greeks 0.0000 while broker has POWERGRID Aug 2026 280 CE position.. WHAT: Validate option mapping, volatility/rate inputs and Greeks engine.. HOW: Map security ID/expiry/strike/type; calculate per-position and aggregate Greeks; mark unavailable rather than zero.. WHERE: Portfolio risk service.. WHEN: Phase 0-2, 1-2 weeks. Dependencies: M011,M012.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Independent Greeks calculation, input snapshot and mapping trace.. Acceptance: Option position has justified nonzero or explicitly unavailable Greeks; never silent zero fallback.. Run tests: Expired/ITM/OTM/zero IV/missing rate/large qty/mapping failure tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M055","P0","Risk","VaR95 -₹122,255.66 and ES -₹247,393.97 shown without method/window/backtest.","Position input snapshot, executable notebook, exception report and benchmark.","Independent recomputation within tolerance; policy limits and breaches visible.","Insufficient history, options nonlinear shock, stale prices, concentration, missing data tests.","Independent Risk Agent","Phase 1-3, 2-3 weeks","You are the Independent Risk Agent. Resolve M055 in Risk / VaR/ES proof. Observed evidence: VaR95 -₹122,255.66 and ES -₹247,393.97 shown without method/window/backtest.. WHAT: Publish methodology, inputs, window, confidence, stress and backtest exceptions.. HOW: Historical plus parametric cross-check, liquidity add-on, concentration, option repricing and P&L attribution.. WHERE: Risk API/UI and proof registry.. WHEN: Phase 1-3, 2-3 weeks. Dependencies: M054,M039.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Position input snapshot, executable notebook, exception report and benchmark.. Acceptance: Independent recomputation within tolerance; policy limits and breaches visible.. Run tests: Insufficient history, options nonlinear shock, stale prices, concentration, missing data tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M056","P0","Performance","8 OOS trades, net -₹102,636.35; pipeline proof only.","Frozen datasets/code hash/trade ledger/confidence intervals/benchmark comparison.","Positive robust costed evidence across regimes and independent replication; otherwise remain blocked.","Leakage, parameter sweep, costs, capacity, survivorship, corporate actions and regime tests.","Quant Research Agent","Phase 3-5, 4-8 weeks minimum","You are the Quant Research Agent. Resolve M056 in Performance / Negative costed backtest. Observed evidence: 8 OOS trades, net -₹102,636.35; pipeline proof only.. WHAT: Keep promotion blocked and run larger leakage-free walk-forward tournament.. HOW: Purged/embargoed splits, realistic costs/capacity, regime slices, multiple-comparison control, frozen OOS.. WHERE: Research/backtest pipeline.. WHEN: Phase 3-5, 4-8 weeks minimum. Dependencies: M011,M043.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Frozen datasets/code hash/trade ledger/confidence intervals/benchmark comparison.. Acceptance: Positive robust costed evidence across regimes and independent replication; otherwise remain blocked.. Run tests: Leakage, parameter sweep, costs, capacity, survivorship, corporate actions and regime tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M057","P1","Model","Genesis shows no forecast distribution, confidence bands or decision audit rows.","Historical events, calibration plot data, decision audit artifacts.","Every prediction has traceable distribution and outcome; empty state includes blocker.","Binary/multiclass, missing bands, recalibration, model switch and stale history tests.","Model Observability Agent","Phase 2-3, 2-3 weeks","You are the Model Observability Agent. Resolve M057 in Model / Missing forecast/confidence history. Observed evidence: Genesis shows no forecast distribution, confidence bands or decision audit rows.. WHAT: Store and expose forecast distributions, calibration and decision events.. HOW: Versioned prediction event with distribution, confidence interval, features hash and audit rationale.. WHERE: Prediction ledger and Genesis UI.. WHEN: Phase 2-3, 2-3 weeks. Dependencies: M014.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Historical events, calibration plot data, decision audit artifacts.. Acceptance: Every prediction has traceable distribution and outcome; empty state includes blocker.. Run tests: Binary/multiclass, missing bands, recalibration, model switch and stale history tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
"M058","P1","Model","Drift --, anomaly WAITING, retraining WAITING with no cadence or thresholds.","Baseline artifact, threshold policy, synthetic drift test and retrain report.","Drift status always includes window/sample/threshold; retrain cannot auto-promote.","Small sample, seasonality, missing features, abrupt/gradual drift and rollback tests.","MLOps Monitoring Agent","Phase 3-4, weeks 3-5","You are the MLOps Monitoring Agent. Resolve M058 in Model / Drift/anomaly/retraining placeholders. Observed evidence: Drift --, anomaly WAITING, retraining WAITING with no cadence or thresholds.. WHAT: Implement feature/performance drift, anomaly policy and retrain governance.. HOW: PSI/KS plus prediction drift, minimum sample, alerts, shadow retrain, approval and rollback.. WHERE: MLOps monitoring and Genesis UI.. WHEN: Phase 3-4, weeks 3-5. Dependencies: M014,M057.. Safety: keep LIVE_TRADING_ENABLED=0, do not call broker order APIs, do not fabricate data or proof. Required proof: Baseline artifact, threshold policy, synthetic drift test and retrain report.. Acceptance: Drift status always includes window/sample/threshold; retrain cannot auto-promote.. Run tests: Small sample, seasonality, missing features, abrupt/gradual drift and rollback tests.. Return the mandatory final-result JSON with artifact URIs and hashes.","Return JSON exactly: {issue_id:"""",status:""PASS|FAIL|BLOCKED"",summary:"""",root_cause:"""",changed_files:[],api_schema_changes:[],db_migrations:[],tests_run:[{name:"""",result:"""",artifact:""""}],proof_artifacts:[{type:""before|after|log|metric|contract|screenshot"",uri:"""",sha256:""""}],before_metrics:{},after_metrics:{},acceptance_checks:[{criterion:"""",result:""PASS|FAIL"",evidence_uri:""""}],security_review:"""",rollback_plan:"""",deployment:{build_sha:"""",environment:"""",deployed_at:""""},blockers:[],owner:"""",next_action:"""",completed_at:""""}. PASS is forbidden without reproducible artifact URIs and hashes."
